gene_id	gene_name	GLL63_V_S8	GLL63_D_S15	GLL65_V_S69	GLL65_D_S48	GLL67_V_S74	GLL67_D_S22	GLL69_V_S39	GLL69_D_S11
ENSG00000186666	BCDIN3D	3.382180311033582	3.4413327239012976	3.283695508389318	3.351037923986527	2.9768386599251326	3.0202463849677788	3.209578239209847	3.0969417885197705
ENSG00000186687	LYRM7	4.341238832034573	4.089244261972905	4.215075063476508	4.352498500901688	4.225325330218604	4.327454135530085	4.1725881953128505	4.231022947199037
ENSG00000186715	MST1L	-0.2508096342302739	1.1105798294580986	1.0270018424836036	-0.2104263921492322	1.0174998773664492	-0.23176553295120605	0.8020335205070803	-0.31339230524495765
ENSG00000186716	BCR	4.883478887355595	4.8277490403759185	4.833175690553605	4.8540125127592315	4.733606161801763	4.965262631424191	5.021685247581749	5.228211996405088
ENSG00000186767	SPIN4	4.02422400578209	3.787950430112347	3.75964030189527	3.8988448211293023	3.905509816496348	3.6558911880707265	3.505428111538208	3.8162817676106027
ENSG00000186777	ZNF732	0.6524969158618106	0.20910623121047767	1.0078316842485835	0.9639477543704809	1.0174998773664492	1.087129000546759	0.20910623121047767	0.7781724355821682
ENSG00000186787	SPIN2B	2.110847011837935	1.613125418894787	1.7801208317838895	1.5081772529428417	1.6496654042686636	1.9020999830342125	1.6687815660435925	2.235192202947177
ENSG00000186792	HYAL3	1.5513746415324188	1.3794239349932358	1.7643396168235372	1.483484734141045	1.7963467108060684	1.732416803389777	1.1443902371605472	1.7169933430253534
ENSG00000186806	VSIG10L	2.5249894863026587	2.9401978972966054	2.8782941249366485	3.011351573774931	3.2419765696941276	3.3759670246108	3.3413170985355523	2.8646424655231115
ENSG00000186812	ZNF397	4.653542962031032	4.789342099592551	4.8277490403759185	4.701182923359447	4.730361963967934	4.72856198592252	4.692226895233597	4.4706316798995624
ENSG00000186814	ZSCAN30	3.518430298950827	3.6341236851700414	3.637741131493237	3.584650929835538	3.547986508932242	3.705378830061712	3.6320827303956693	3.59177212481843
ENSG00000186815	TPCN1	3.229653963489505	3.3384760470019907	3.3366946842237737	3.3033374872999164	3.568853831463625	3.133230830882651	3.533867121235666	3.2574380818761934
ENSG00000186834	HEXIM1	5.618572019358571	5.2267747101419895	5.7689236661864864	5.653064923735019	5.833638518839497	5.4208925759449	5.342934754301585	5.064361412391002
ENSG00000186862	PDZD7	1.9462550539067802	1.671897586193745	1.2644338398294224	1.5059692516988439	1.2557685538530783	1.8302128433180682	2.038300998433777	1.095619182306506
ENSG00000186866	POFUT2	4.068512826231847	4.13558189803287	4.246399309143512	4.199659460334195	4.3351532951469025	4.149856371678815	4.314413050513583	4.1664355072290835
ENSG00000186868	MAPT	3.077695759636147	3.326140018875624	2.8043421939831017	3.2632176266272515	2.95928660392487	3.5941952758889153	3.589696955633329	3.8282679085273963
ENSG00000186871	ERCC6L	3.585056512104204	3.771123717996803	3.648144785084504	3.6975790650328695	3.6222367755007223	3.6767013243308764	3.687492012938052	3.9027543033552248
ENSG00000186889	TMEM17	-0.28720422110003874	-0.5678247399899261	0.026995380035753413	-0.7002882852603376	0.3383805075283508	-0.24831691526479815	1.0078316842485835	-0.44870752198619357
ENSG00000186908	ZDHHC17	5.1384566765393345	5.085164008173168	5.086521102164434	5.003649509850925	5.043468123888768	4.987718703973101	5.080585038288413	4.818767027918595
ENSG00000186918	ZNF395	4.87640117830344	4.968419701941695	4.864747270635007	4.730745541424806	4.662153223341132	4.969791619771009	4.8086449747539435	4.990553876931777
ENSG00000186951	PPARA	3.2321955721879307	3.417776141186642	3.2822781273559403	3.4998048868344735	3.2756026224355974	3.3950325042469736	3.3223050464713606	3.2395676063291177
ENSG00000186998	EMID1	1.7225140527837515	1.8373972223445074	1.7378627853677888	1.2687497893192452	1.7697484363466507	1.5059692516988439	1.9765008297589	0.5061177469360656
ENSG00000187017	ESPN	4.535374831731806	4.397793713682828	4.885574618618177	4.654983529368954	5.0626188489139805	4.806222752006159	4.94109613964754	4.443284497350069
ENSG00000187049	TMEM216	3.2981992374432307	3.1228957934864936	3.1421549913477773	2.9917067972239852	3.1175812913666947	3.194520261476381	2.917154217591393	2.9245181347883458
ENSG00000187051	RPS19BP1	5.351344476101675	5.489305046892548	5.341796076743519	5.454429377323939	5.2979126612554515	5.356760603000632	5.069801593553747	5.23749931516039
ENSG00000187068	C3orf70	2.613188877105134	2.0961287558409185	2.548093763393876	2.1283850699947955	2.535134299967115	2.4960992476800725	2.448389369914268	2.366944306853361
ENSG00000187079	TEAD1	5.609435008316575	5.587857665857565	5.689036401106897	5.70571776926039	5.48028391237803	5.481059527947997	5.60901714630814	5.846319442672479
ENSG00000187091	PLCD1	2.94198636379626	3.4208339420631697	3.1620411032811533	2.9465623852730243	3.2917153822132335	3.469669465504638	3.0251156849465213	3.1203635429385397
ENSG00000187097	ENTPD5	4.671978642009859	4.694981705161266	4.884502440695325	4.741633077770638	4.891876004939521	4.840417825091199	4.71225596220642	4.860627617588231
ENSG00000187098	MITF	1.1872561653807483	1.117722418480771	0.026995380035753413	-0.9287930018131823	0.026995380035753413	1.0794701187298896	1.117722418480771	0.4320290579013646
ENSG00000187109	NAP1L1	7.890948109458238	7.676102332500818	7.817214954619316	7.853309942443731	7.808418949545546	7.8750703371611355	7.746495624184583	7.900613015009954
ENSG00000187118	CMC1	2.9314908911107693	2.8117963358957816	3.262184950316255	3.1442981522301983	3.1681953279149107	3.154959466951949	3.1925230422345554	2.74972256901084
ENSG00000187123	LYPD6	2.550028653062334	2.8172448920840556	2.3256392885972925	2.592309598049	1.728063267129218	2.1206578999738843	2.692827022922226	2.0934957393258156
ENSG00000187147	RNF220	4.167955857179379	4.248241160518694	4.475622480777005	4.3645783728593885	4.327085810103837	4.37938339769693	4.36933148331783	4.479402790743299
ENSG00000187164	SHTN1	5.571173258317655	5.479894795833426	5.663466218096205	5.6776015115202885	5.724732846211495	5.751303856001924	5.797050616984064	5.623832932093073
ENSG00000187187	ZNF546	1.5211417552500297	1.473819906063548	1.93544657206589	1.2849514929395194	1.095619182306506	1.411447959670654	1.5854265300266976	1.3665784855507268
ENSG00000187189	TSPYL4	4.5633092821725905	4.7643904172993645	4.6455945988699074	4.5867322366328	4.583059118928463	4.725200235953882	4.453095771099594	4.3667603501266035
ENSG00000187231	SESTD1	1.611360780416383	1.5993574386853182	1.4333595220240078	1.7296207846972749	1.5630394187312309	1.3665784855507268	1.340855298889779	1.9373921906942124
ENSG00000187239	FNBP1	5.412761368399612	5.232244399848088	5.354808988012473	5.332440234270812	5.208182347307105	5.303392649163758	5.438047516723041	5.363353284747607
